false	1	1526102611608	18292808726	123456	1	100.0	17791437818	Xi'an	1
false	2	1526102611608	18292808726	123456	1	100.0	17791437818	Shanghai	1
false	3	1526102611608	18292808726	123456	1	100.0	17791437818	Shanghai	1
false	4	1526102611608	18292808726	123456	1	100.0	17791437818	Shanghai	1
false	5	1526102611608	18292808726	123456	1	100.0	17791437818	Shanghai	1
false	6	1526102611608	18292808726	123456	1	100.0	17791437818	Shanghai	1
true	1	1526102611608	18292808726	123456	1	100.0	17791437818	Xi'an	1
false	1	1526113074962	18292808726	123456	1	100.0	17791437818	Xi'an	1
false	2	1526113074962	18292808726	123456	1	100.0	17791437818	Shanghai	1
false	3	1526113074962	18292808726	123456	1	100.0	17791437818	Shanghai	1
false	4	1526113074962	18292808726	123456	1	100.0	17791437818	Shanghai	1
false	5	1526113074962	18292808726	123456	1	100.0	17791437818	Shanghai	1
false	6	1526113074962	18292808726	123456	1	100.0	17791437818	Shanghai	1
true	1	1526113074962	18292808726	123456	1	100.0	17791437818	Xi'an	1
